section	key	ru	uk	de	es	fr	pl	it	tr	pt	ro	bg	cs	sk	hu	el	sl	et	lt
Auth	auth_btn_login	Войти	"=GOOGLETRANSLATE(C123; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C123; ""ru""; ""lt"")"
Auth	auth_btn_register	Зарегистрироваться	"=GOOGLETRANSLATE(C124; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C124; ""ru""; ""lt"")"
Auth	auth_switch_to_reg	Нет аккаунта? Зарегистрироваться	"=GOOGLETRANSLATE(C125; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C125; ""ru""; ""lt"")"
Auth	auth_switch_to_login	Уже есть аккаунт? Войти	"=GOOGLETRANSLATE(C126; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C126; ""ru""; ""lt"")"
Pronunciation	speech_listening	🎤 Слушаю... Говорите	"=GOOGLETRANSLATE(C127; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C127; ""ru""; ""lt"")"
Pronunciation	speech_recognized	Распознано:	"=GOOGLETRANSLATE(C128; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C128; ""ru""; ""lt"")"
Pronunciation	speech_accuracy	Точность произношения:	"=GOOGLETRANSLATE(C129; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C129; ""ru""; ""lt"")"
Pronunciation	speech_success	✅ Отличное произношение!	"=GOOGLETRANSLATE(C130; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C130; ""ru""; ""lt"")"
Pronunciation	speech_retry	❌ Попробуйте ещё раз	"=GOOGLETRANSLATE(C131; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C131; ""ru""; ""lt"")"
Pronunciation	speech_not_heard	⚠ Голос не распознан. Попробуйте сказать громче.	"=GOOGLETRANSLATE(C132; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C132; ""ru""; ""lt"")"
